feature_name,Norm_Intercept,mean,Norm_Coeff_age,Norm_Coeff_age2
ASEG-Optic-Chiasm_normMean,-1.36561089776325,1.22786266957459,0.0582401478394445,-0.000584010574747977
A2009-ctx-lh-G_and_S_frontomargin_ThickStd,1.74498112258802,1.22618256177399,-0.0640116687459851,0.000521042578538816
A2009-ctx-rh-S_temporal_sup_ThickAvg,1.85741537901852,1.22566040044965,-0.0571359424342992,0.000311879352110558
A2009-ctx-lh-S_oc_middle_and_Lunatus_ThickAvg,0.66226722722957,1.2235447947628,-0.0174455060722585,4.9808711604276E-05
A2009-ctx-lh-G_occipital_sup_GrayVol,0.272225669757972,1.22068682164694,0.00728833130472524,-0.000260865747995645
A2009-ctx-rh-S_front_sup_ThickStd,1.7755845782601,1.22032516771721,-0.0677396936618709,0.000596216167544423
A2009-ctx-rh-G_and_S_transv_frontopol_ThickStd,2.07902543603493,1.21901289321166,-0.0834559101234334,0.00077003668153404
A2009-ctx-lh-G_occipital_sup_ThickAvg,1.02675061759921,1.20631487595964,-0.0379200925218772,0.00030549692268838
A2009-ctx-lh-G_postcentral_ThickAvg,1.41892480519766,1.20468517699342,-0.0487591535691092,0.000342521141762987
A2009-ctx-lh-G_and_S_transv_frontopol_ThickStd,2.04414636565617,1.20423200425094,-0.0890295483410069,0.000888056888174056
A2009-ctx-rh-G_front_sup_ThickAvg,1.95585275703673,1.2039863148379,-0.0779208170547061,0.000711684459866832
A2009-ctx-lh-G_pariet_inf-Supramar_ThickAvg,2.03366356039878,1.20386483525492,-0.0689186847057743,0.000484485440798723
A2009-ctx-rh-S_temporal_inf_GrayVol,0.664876364163608,1.19990994718653,-0.018415391990211,6.7504516028695E-05
A2009-ctx-lh-S_circular_insula_ant_ThickAvg,1.78774738898617,1.19901930105275,-0.0624741965671255,0.000460746605625902
A2009-ctx-rh-G_temporal_middle_GrayVol,1.21935684720659,1.19900753791772,-0.0337311780991069,0.000146880338192108
A2009-ctx-lh-G_front_sup_ThickAvg,1.94746305207737,1.1981950564838,-0.0719027637561944,0.000590597398788859
A2009-ctx-lh-G_and_S_cingul-Ant_ThickAvg,2.04457503185626,1.19717089682901,-0.0710642722358809,0.000506072697278781
A2009-ctx-rh-S_pericallosal_ThickAvg,0.72223383874195,1.1959065757338,-0.0226555059712307,0.000160449722739628
A2009-ctx-rh-G_oc-temp_med-Lingual_ThickStd,0.668753070693107,1.19501353673855,-0.0113021225833906,-7.87612013193381E-05
ASEG-Right-Accumbens-area_Volume_mm3,0.121239122627031,1.19489160215491,0.0195150975686638,-0.000448607249979507
A2009-ctx-rh-G_front_middle_GrayVol,1.76193971772099,1.19323115995919,-0.063672439054518,0.000513034457922522
A2009-ctx-lh-G_rectus_ThickStd,1.79089516532863,1.19310523803718,-0.0794800563621168,0.000815331079115989
A2009-ctx-lh-G_precuneus_GrayVol,1.71473299402537,1.18853249012122,-0.0512427828393349,0.000289999085339405
A2009-ctx-lh-G_pariet_inf-Angular_ThickAvg,1.87472366000392,1.18656490609094,-0.062059201030611,0.00041854789103525
A2009-ctx-lh-G_Ins_lg_and_S_cent_ins_ThickAvg,1.23504678524531,1.18186287244641,-0.0331818675901598,0.000126569695876399
ASEG-wm-rh-bankssts_normStdDev,-0.0857464667613901,1.1795399625315,-0.00146772240556536,7.67777167291692E-05
A2009-ctx-rh-G_front_inf-Orbital_ThickAvg,1.24478035191448,1.17721179988073,-0.0348306463513507,0.000139669212656113
A2009-ctx-lh-S_occipital_ant_ThickAvg,1.11167924062498,1.17449584646742,-0.0306796208123316,0.000131853635527562
A2009-ctx-rh-G_precuneus_GrayVol,1.83075839879189,1.17385001507228,-0.0515467208912462,0.00025466158197626
A2009-ctx-lh-S_front_inf_ThickAvg,1.94380881393078,1.1728858878214,-0.0647987845506288,0.000441745245941819
A2009-ctx-rh-S_front_inf_GrayVol,1.08950438711815,1.17075440207519,-0.029885722008685,0.000133621180555071
A2009-ctx-rh-S_orbital_med-olfact_GrayVol,0.237674018421665,1.16906083587801,0.00929347241216962,-0.000276842324463668
A2009-ctx-rh-G_temp_sup-G_T_transv_GrayVol,1.16409332101244,1.16636687930514,-0.0320051598772972,0.000142078160088598
A2009-ctx-lh-G_orbital_ThickAvg,1.89249129989508,1.16410778008222,-0.0645095698822751,0.000470353227831872
A2009-ctx-rh-S_calcarine_ThickStd,1.60861261456715,1.15538444285398,-0.0511866096052781,0.000326748895411549
A2009-ctx-rh-S_temporal_sup_GrayVol,1.1563084361176,1.15335790159503,-0.0277722774329721,5.24940984307394E-05
A2009-ctx-lh-G_oc-temp_lat-fusifor_ThickAvg,0.634468250902047,1.15280457944774,-0.0126906535906853,-3.30045018351265E-05
A2009-ctx-rh-S_front_inf_ThickAvg,1.73345201169861,1.14792328302932,-0.0580430313490313,0.000410485220586771
A2009-ctx-rh-S_circular_insula_ant_ThickAvg,1.63936878398667,1.14772590421299,-0.0531175170865339,0.000357418725319523
A2009-ctx-lh-G_front_middle_GrayVol,1.71304988977123,1.14738568610153,-0.0583308152377807,0.000416592051659624
A2009-ctx-rh-S_parieto_occipital_ThickAvg,1.62383330403579,1.14630009466746,-0.0441629086702988,0.000181735903746786
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickAvg,1.45289708353396,1.14327695815342,-0.0456444982859764,0.000257570422882969
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickStd,0.425609237333019,1.14297808757768,-0.0215980714421,0.000265271978147927
A2009-ctx-lh-S_parieto_occipital_ThickAvg,1.88463007482712,1.13768750837875,-0.0604862589809357,0.000372456365215929
A2009-ctx-lh-G_precentral_GrayVol,1.34686707679457,1.13734624229088,-0.0419557034920657,0.000258508198869524
A2009-ctx-rh-G_front_inf-Triangul_GrayVol,0.70500384624083,1.1306903085997,-0.01204022662129,-6.62180862904465E-05
A2009-ctx-lh-G_and_S_subcentral_GrayVol,1.85450526911598,1.12730629571454,-0.056915995338714,0.000339612632292632
A2009-ctx-lh-S_front_sup_ThickAvg,1.07841444680987,1.12723695724815,-0.0450389606001401,0.000435796081204045
A2009-ctx-rh-G_and_S_cingul-Mid-Ant_ThickAvg,1.97758094176502,1.1265856353214,-0.064331819483325,0.000428891947429251
A2009-ctx-lh-G_temp_sup-G_T_transv_ThickAvg,0.810542486495696,1.12442913901037,-0.0251647727904132,0.00014803354535121
A2009-ctx-lh-G_temporal_middle_GrayVol,1.18834265213738,1.12434832175699,-0.0281654571203165,4.8126241991264E-05
A2009-ctx-rh-S_precentral-inf-part_ThickAvg,1.26019511874528,1.11692368829305,-0.043864287120362,0.000322148144256912
ASEG-Left-Cerebellum-Cortex_normStdDev,-1.97908443552424,1.11603044912742,0.0753933399550019,-0.000645127382909884
A2009-ctx-lh-G_and_S_subcentral_ThickAvg,1.79814775503665,1.11452324293421,-0.0559473680788581,0.000351166349762711
A2009-ctx-rh-G_and_S_cingul-Ant_ThickAvg,2.11970751396899,1.11366031585445,-0.0716230546228959,0.000516972564485132
ASEG-Left-Caudate_Volume_mm3,0.816307770694752,1.10979605558381,-0.0167320839742224,-8.81795072911596E-06
A2009-ctx-rh-S_circular_insula_sup_ThickAvg,1.36927048157754,1.10890343686503,-0.0338979669499151,6.95731096769018E-05
A2009-ctx-lh-S_oc_sup_and_transversal_ThickAvg,1.17921153716332,1.10543581510384,-0.0342639494657839,0.000160811558178104
A2009-ctx-lh-G_occipital_middle_ThickAvg,1.25947078150815,1.10488558877096,-0.0418997447254157,0.000292394329331404
ASEG-Left-Accumbens-area_Volume_mm3,0.110941677962305,1.10395685168877,0.019768704724868,-0.000442912541389293
A2009-ctx-rh-G_front_inf-Opercular_GrayVol,1.65333625716901,1.10238028765621,-0.0508800075972019,0.00030881186677108
A2009-ctx-lh-G_cuneus_ThickStd,1.44804418835685,1.10234655210325,-0.0546565557556687,0.000476613243726768
A2009-ctx-lh-S_cingul-Marginalis_ThickAvg,1.9654844141118,1.10225858124338,-0.0714650495754079,0.000582299862051098
A2009-ctx-rh-G_and_S_transv_frontopol_ThickAvg,1.64886001313972,1.10074120732377,-0.056705091012356,0.000425741674216964
A2009-ctx-rh-G_temporal_middle_ThickAvg,1.59995435510616,1.10034220229899,-0.0516117340368937,0.000329527366369917
A2009-ctx-rh-S_oc_middle_and_Lunatus_ThickAvg,0.680675626085071,1.09909121277419,-0.0187244349417563,8.36775032024757E-05
A2009-ctx-rh-G_oc-temp_lat-fusifor_ThickAvg,1.25898436071616,1.09835735092803,-0.0382103684725066,0.000207118574307771
A2009-ctx-rh-G_temporal_middle_ThickStd,1.78379783618062,1.09515006625318,-0.0810662047435619,0.00084138999291721
A2009-ctx-rh-G_oc-temp_lat-fusifor_GrayVol,0.687743122606295,1.09471535098425,-0.0197372505354069,8.64604526431601E-05
A2009-ctx-rh-G_pariet_inf-Angular_ThickAvg,1.77311330403123,1.09432098291286,-0.0584213900472244,0.000397633347363233
ASEG-wm-rh-fusiform_normMin,-0.119385675461526,1.09400110227836,0.00982312353106479,-0.000158436156752636
A2009-ctx-rh-G_orbital_ThickAvg,2.12374001775072,1.09229976976477,-0.073692912339962,0.000561911076131448
A2009-ctx-rh-S_calcarine_ThickAvg,2.06193932508129,1.09196113734347,-0.0682439063463707,0.000463499487494625
A2009-ctx-rh-S_front_sup_ThickAvg,1.44665717100143,1.08431753545307,-0.0611555592675229,0.000605536477177344
A2009-ctx-rh-S_orbital-H_Shaped_ThickAvg,1.21393190485122,1.08262602294406,-0.0467869731088053,0.000389415425110009
A2009-ctx-rh-G_cingul-Post-dorsal_ThickStd,1.16641001546917,1.08233072166994,-0.0485657546916655,0.000472153171597764
A2009-ctx-lh-S_circular_insula_sup_ThickAvg,2.17343578373995,1.08191839168136,-0.0654347757574503,0.000369039472799873
A2009-ctx-lh-S_oc-temp_med_and_Lingual_ThickAvg,0.76447557657797,1.08174371873081,-0.0105849732682261,-0.000141892846470567
A2009-ctx-rh-G_parietal_sup_ThickAvg,1.11097587567425,1.08042142522153,-0.0459260481872341,0.00043708829577993
ASEG-wm-rh-parsorbitalis_normMean,0.59814606020841,1.07619657332139,-0.0233303266811699,0.000196986227587127
A2009-ctx-rh-G_temp_sup-Lateral_ThickAvg,0.838223113449508,1.0743021512929,-0.0199414105638371,1.93642090702138E-05
A2009-ctx-lh-G_rectus_ThickAvg,1.51876770279468,1.07416887232725,-0.0466770873050417,0.000273538352951612
ASEG-wm-lh-parstriangularis_normMean,0.598314521312193,1.07404890084779,-0.025320300237828,0.000236757134383826
A2009-ctx-rh-G_and_S_frontomargin_GrayVol,1.25025551935659,1.07208186217927,-0.0393620220651589,0.000232123703315279
A2009-ctx-lh-G_rectus_GrayVol,1.23979483764732,1.06947973650669,-0.0329986458083261,0.000118832223783494
A2009-ctx-lh-G_front_sup_GrayVol,1.55889630959884,1.06831900115522,-0.0488073960168765,0.000290747898717669
A2009-ctx-lh-G_insular_short_GrayVol,1.3792924908787,1.06701545280682,-0.0460639682859698,0.000320897325434597
A2009-ctx-lh-G_and_S_frontomargin_GrayVol,0.978862178023392,1.06492390647933,-0.0207609460945438,-6.56912331594512E-06
A2009-ctx-lh-G_front_middle_ThickStd,2.24019625401933,1.06470957275944,-0.100337904244264,0.00102498702295211
ASEG-3rd-Ventricle_normStdDev,0.345223325924122,1.06312991012193,0.0154010561876017,-0.00045601857166773
A2009-ctx-rh-G_front_sup_ThickStd,2.30602560344952,1.0625138043183,-0.0910027424790611,0.000829124936755063
A2009-ctx-lh-G_front_inf-Orbital_GrayVol,1.84753291303986,1.06057425422269,-0.0580072850244361,0.000374379047539095
A2009-ctx-rh-Lat_Fis-ant-Horizont_ThickAvg,1.95100396323364,1.05707585862604,-0.0702914282715357,0.000550896892698977
ASEG-Right-Pallidum_normMean,-2.0586386541188,1.05667493986361,0.102276158716957,-0.00119521043704489
ASEG-3rd-Ventricle_normMean,1.59148659739623,1.05653943584247,-0.0581580548206783,0.000457911938981504
ASEG-Brain-Stem_Volume_mm3,-1.09992121348625,1.05450500587292,0.0480513623932468,-0.000479703578562012
ASEG-Right-Cerebellum-Cortex_Volume_mm3,0.419024284583649,1.05348038051154,0.00218721833587574,-0.000243075664051489
ASEG-wm-lh-parsorbitalis_normMean,1.35482967513236,1.05247614755743,-0.0620337216582423,0.000635646071554398
A2009-ctx-lh-G_front_inf-Opercular_GrayVol,1.90800258983436,1.05075327445526,-0.0592262806083295,0.000377316307161249
A2009-ctx-rh-S_temporal_transverse_GrayVol,0.734832353420709,1.05072713044368,-0.0156765548807242,8.52537839229236E-06
A2009-ctx-lh-G_oc-temp_med-Parahip_ThickAvg,-0.377768634625784,1.05036429436654,0.0188419529591609,-0.000216399022840107
ASEG-Left-Hippocampus_Volume_mm3,-0.488562660232126,1.04916610380726,0.0418524845611057,-0.000621728056188982
ASEG-wm-rh-pericalcarine_normStdDev,0.0203368462491201,1.04916396220989,0.00225318944563679,-3.70520917376469E-05
ASEG-Right-vessel_normMean,-0.490897128773557,1.04896047744827,0.0204365236763641,-0.000265662995221702
A2009-ctx-rh-S_oc-temp_lat_GrayVol,0.481788107629082,1.04771733154575,-0.00385372213941509,-0.000136115873401801
ASEG-Left-Thalamus_Volume_mm3,0.193246771756189,1.04753673186625,0.021452611705801,-0.00051280397782552
ASEG-Right-Inf-Lat-Vent_Volume_mm3,0.337223052802923,1.04511351380958,-0.0357984659254847,0.000620357570363657
A2009-ctx-rh-S_suborbital_ThickAvg,0.565413017569434,1.04415577244188,-0.0166243434033835,9.18765316062405E-05
A2009-ctx-lh-G_and_S_transv_frontopol_GrayVol,1.31103378865523,1.04352527459901,-0.0405756808404238,0.000237843238500978
A2009-ctx-rh-G_occipital_sup_ThickAvg,1.13089146517951,1.04064816795571,-0.0382604203290768,0.000270599556141771
A2009-ctx-lh-G_pariet_inf-Supramar_GrayVol,1.24008037901877,1.0399947352805,-0.0328076202669205,0.000120227964510161
A2009-ctx-rh-G_and_S_paracentral_GrayVol,0.808560694763301,1.03918423850573,-0.025871878675785,0.000168763364974548
ASEG-wm-rh-bankssts_Volume_mm3,-0.390446649554509,1.03829094114987,0.0212734192782125,-0.000266544791388271
ASEG-wm-lh-rostralanteriorcingulate_normRange,-0.546160437393449,1.03693357482332,0.0106803386984792,5.58266306976728E-06
A2009-ctx-lh-G_temp_sup-Lateral_ThickAvg,0.569498312151932,1.03569946904088,-0.00787043146569658,-8.24877810992874E-05
A2009-ctx-rh-G_front_inf-Triangul_ThickAvg,2.14055749984583,1.03538051673892,-0.074064794590343,0.000534712230345501
A2009-ctx-rh-G_front_sup_GrayVol,1.84184191109876,1.03441840249324,-0.0643213123461979,0.000498701789201197
ASEG-wm-rh-paracentral_normRange,0.131112795964567,1.03392378476569,-0.0152652839568306,0.000264898664294034
A2009-ctx-lh-G_occipital_sup_ThickStd,0.0277178823557003,1.03368734666108,0.0030157977028344,-7.15400958556459E-05
ASEG-wm-rh-isthmuscingulate_normMean,-0.752324688582322,1.03314077861462,0.0508612799699422,-0.000694201836531956
A2009-ctx-lh-G_orbital_GrayVol,1.790415745525,1.03303674313607,-0.0521666216805692,0.000266583501714958
A2009-ctx-lh-S_oc-temp_lat_ThickAvg,1.1035013669955,1.03300496165021,-0.0344669603198988,0.000205915759603131
ASEG-wm-rh-fusiform_normRange,0.39845286742343,1.03202637103215,-0.0254639416904639,0.000333272438266578
A2009-ctx-rh-G_cingul-Post-dorsal_GrayVol,1.27455583848213,1.03119964955445,-0.0390222411993135,0.000232740405855115
A2009-ctx-lh-G_precentral_ThickAvg,1.24385845297494,1.03119054048569,-0.0354203309415619,0.000176082501053961
A2009-ctx-rh-G_orbital_GrayVol,2.02924418797585,1.02608357810214,-0.0638968297318779,0.00039282622967445
A2009-ctx-rh-S_central_ThickAvg,0.579708901260086,1.02598373536786,-0.0117095795676565,-1.33411585236118E-05
ASEG-wm-lh-inferiorparietal_normMean,1.67018757560373,1.0251986440794,-0.0693308540071277,0.000665679825100689
ASEG-Right-Thalamus_Volume_mm3,-0.264362562870169,1.02440155128988,0.0391993506953854,-0.000663084137982433
ASEG-Right-Lateral-Ventricle_normStdDev,0.343285436188874,1.02434136516463,0.0141590308272486,-0.000447225982759961
A2009-ctx-lh-S_pericallosal_ThickAvg,1.4637569609663,1.02324668872519,-0.0560804954751408,0.000490650367954211
A2009-ctx-lh-G_cingul-Post-ventral_ThickStd,-0.171927879706213,1.0227742125266,0.000332307182914049,6.23233002828563E-05
A2009-ctx-lh-S_circular_insula_sup_ThickStd,1.18282473683686,1.02198990918055,-0.0563303858887184,0.000612827557329763
A2009-ctx-rh-S_oc-temp_med_and_Lingual_ThickAvg,0.949929810909636,1.02161482411403,-0.0167522854236506,-6.59711905479866E-05
A2009-ctx-rh-G_cuneus_ThickAvg,2.27610072300074,1.02092094412258,-0.093722738384654,0.000894699132739742
ASEG-wm-lh-postcentral_Volume_mm3,-1.18548952580041,1.01977744395511,0.0503172683913878,-0.000481317332440437
ASEG-Left-Cerebellum-Cortex_Volume_mm3,0.141795337995895,1.01854508986422,0.0182515293309594,-0.000426949700278928
A2009-ctx-lh-G_and_S_paracentral_ThickAvg,0.561865909985038,1.01750124342964,-0.0157549632414916,6.59073153052893E-05
ASEG-Left-choroid-plexus_Volume_mm3,-0.235419569919138,1.0171648366546,-0.0208145724890764,0.000549248875857287
A2009-ctx-rh-G_front_inf-Opercular_ThickAvg,2.02147318688292,1.01697618858644,-0.0632291458218167,0.000392964527894076
ASEG-wm-rh-inferiorparietal_normMin,0.460375457492462,1.01684048258206,-0.0113817261667136,-6.40850159408253E-06
ASEG-Right-choroid-plexus_normMean,0.319784719624604,1.01610853406363,0.000354178912235428,-0.000142631157355414
ASEG-Right-Cerebellum-Cortex_normStdDev,-2.03193335804012,1.01569054696595,0.0773895542790285,-0.000658190397354879
A2009-ctx-rh-S_front_middle_ThickAvg,1.82327593091307,1.01533540871049,-0.0680798353858985,0.000586975232857415
A2009-ctx-rh-S_circular_insula_sup_GrayVol,0.697606317771385,1.01490262647308,-0.02242287854626,0.000135816756088342
A2009-ctx-lh-G_parietal_sup_ThickAvg,0.821172087713271,1.01223543060785,-0.0297648237117193,0.000245252008114201
A2009-ctx-lh-G_postcentral_GrayVol,0.813793244713314,1.01193695282812,-0.0217148745263922,9.65512931713658E-05
A2009-ctx-lh-G_oc-temp_med-Parahip_ThickStd,0.386017209872459,1.01109108638699,-0.0283118316798613,0.000389312562739874
ASEG-CC_Mid_Posterior_normMean,-0.717858695493995,1.00989974866799,0.0582874073399246,-0.000876782934284659
A2009-ctx-lh-G_temp_sup-Plan_polar_GrayVol,0.804576075120715,1.00950048534283,-0.0151163035338684,-2.99830945148371E-05
A2009-ctx-rh-G_and_S_transv_frontopol_GrayVol,1.55951966634921,1.00801811733936,-0.0475439214986434,0.000283228671326715
A2009-ctx-rh-G_and_S_cingul-Ant_GrayVol,1.53955430720809,1.00780083345274,-0.045593330620453,0.000237451887601094
ASEG-wm-lh-rostralmiddlefrontal_normMean,0.983853119490188,1.00747342541713,-0.0427941059649115,0.000412482172930059
A2009-ctx-lh-G_cingul-Post-dorsal_ThickAvg,1.8392548966612,1.00720388747194,-0.0542957172373065,0.000274987247728054
A2009-ctx-rh-G_temp_sup-Plan_tempo_ThickStd,0.969902288924822,1.00605661066208,-0.0428603277058997,0.000429252787201099
A2009-ctx-lh-S_orbital-H_Shaped_ThickStd,2.20194224866833,1.00499487782207,-0.0982999995349924,0.00100918647818352
A2009-ctx-rh-G_temp_sup-Lateral_ThickStd,1.28248247411676,1.00409747597052,-0.0538687094557752,0.000523360814808058
A2009-ctx-lh-S_temporal_transverse_ThickAvg,0.816228110216835,1.00385180069238,-0.0212527481695596,7.67145352446264E-05
A2009-ctx-rh-S_interm_prim-Jensen_ThickAvg,1.02662827959139,1.00271294985547,-0.028616022353953,0.000125162705703756
ASEG-Right-choroid-plexus_Volume_mm3,-0.133951883481447,1.00101196224104,-0.0223004962633658,0.000529055755791272
A2009-ctx-rh-G_temporal_inf_ThickAvg,0.323188654830704,0.999727431071219,-0.00101685839091907,-0.000124467322725078
A2009-ctx-rh-G_parietal_sup_GrayVol,1.7374876217106,0.999323510388479,-0.0617666378079379,0.000480781438756254
A2009-ctx-rh-G_temp_sup-Plan_tempo_GrayVol,0.824197977120116,0.99909339584633,-0.0208680299635616,6.54675923123249E-05
ASEG-Right-VentralDC_Volume_mm3,-0.592180010431779,0.996703162187351,0.0452123616627516,-0.000642279502919226
ASEG-wm-rh-entorhinal_Volume_mm3,-0.650924205562508,0.996623620798257,0.0266445933954458,-0.000241471066581742
A2009-ctx-lh-S_subparietal_GrayVol,1.22514644459878,0.996146521976864,-0.0386270907921805,0.000233275100071499
A2009-ctx-rh-S_interm_prim-Jensen_GrayVol,0.660628752732806,0.995922914871618,-0.0166266158108455,5.42583803164348E-05
ASEG-wm-rh-insula_Volume_mm3,-0.937802896383633,0.994357971766663,0.0441565094975078,-0.000462418312866982
ASEG-Right-vessel_normMin,0.356923191300596,0.993823260425114,-0.0142425635057445,8.80983376339962E-05
A2009-ctx-lh-S_oc_sup_and_transversal_GrayVol,0.116359182072586,0.993809864454259,0.0148257362970063,-0.000349100908776467
A2009-ctx-rh-G_and_S_occipital_inf_ThickStd,0.135125674830621,0.992893068988088,-0.0156960425215263,0.000251894571447092
ASEG-Left-Cerebellum-Cortex_normMean,0.549560092417133,0.992232378857626,-0.0236555165965394,0.000214065306121434
A2009-ctx-rh-S_temporal_sup_ThickStd,1.95589934995744,0.991730714858948,-0.0861504540196865,0.000870523722160254
ASEG-Right-vessel_normStdDev,-0.532976460428475,0.991182482473488,0.0206243062229548,-0.000181597058222794
A2009-ctx-rh-S_subparietal_GrayVol,1.29526086674347,0.990680666848696,-0.0352052445586842,0.00015173137213755
A2009-ctx-lh-S_cingul-Marginalis_ThickStd,1.33098912593254,0.990655763840312,-0.0520671337398435,0.000463223129187099
ASEG-wm-rh-lingual_normMin,-0.0858734969685776,0.989185088071235,0.00707577568295231,-9.24791651416029E-05
A2009-ctx-lh-S_precentral-inf-part_ThickAvg,1.44179043332432,0.988769803159991,-0.040771778922184,0.00018294799983433
A2009-ctx-lh-G_cingul-Post-ventral_ThickAvg,1.218255432335,0.98852277769063,-0.0476899463844645,0.000419019301332481
A2009-ctx-rh-S_oc-temp_lat_ThickAvg,0.978433741109248,0.988372209779272,-0.0273989472161882,0.000144180932087854
ASEG-wm-rh-postcentral_Volume_mm3,-1.33495239270727,0.987575395466228,0.0557595603342221,-0.000536373737811081
A2009-ctx-rh-S_front_sup_GrayVol,0.911164360765465,0.985313099716674,-0.0351687492913605,0.00029282767369701
A2009-ctx-lh-G_and_S_paracentral_GrayVol,1.00367319753112,0.984632692679011,-0.0362100256747583,0.000270072498742613
A2009-ctx-lh-G_parietal_sup_GrayVol,1.34263807534036,0.984275762726894,-0.043137481442575,0.000283677820779948
ASEG-3rd-Ventricle_Volume_mm3,-0.299326852485171,0.98345950691435,-0.020077352699742,0.000613051693315676
ASEG-WM-hypointensities_normStdDev,-0.0148891063046729,0.983259406357518,-0.00867424695154539,0.000218015031100616
ASEG-wm-rh-inferiortemporal_normMean,0.772543105172872,0.981643925324965,-0.0287950446546044,0.000230917226294183
A2009-ctx-lh-Lat_Fis-post_GrayVol,0.640110439961593,0.981276710370882,-0.0150590615185364,2.00032773112126E-05
A2009-ctx-rh-G_Ins_lg_and_S_cent_ins_ThickAvg,1.1676849250136,0.980905559035795,-0.0295671875576903,9.24201064565625E-05
ASEG-Optic-Chiasm_normMax,-0.471118239859574,0.980795685102777,0.0179994325093226,-0.000134802646702968
